task,image,prompt,groundtruth,metadata
Circled Letter,images/img_7506.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",o,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 9, ""circled_letter"": ""o"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i9_o_s0_t0.3_fOS.png""}"
Circled Letter,images/img_7507.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",o,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 9, ""circled_letter"": ""o"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i9_o_s0_t0.3_fOS.png""}"
Circled Letter,images/img_7508.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",o,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 9, ""circled_letter"": ""o"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i9_o_s0_t0.4_fOS.png""}"
Circled Letter,images/img_7509.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",o,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 9, ""circled_letter"": ""o"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i9_o_s0_t0.4_fOS.png""}"
Circled Letter,images/img_7510.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",o,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 9, ""circled_letter"": ""o"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i9_o_s0_t0.5_fOS.png""}"
Circled Letter,images/img_7511.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",o,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 9, ""circled_letter"": ""o"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i9_o_s0_t0.5_fOS.png""}"
Circled Letter,images/img_7512.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",g,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 10, ""circled_letter"": ""g"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i10_g_s0_t0.3_fH.png""}"
Circled Letter,images/img_7513.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",g,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 10, ""circled_letter"": ""g"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i10_g_s0_t0.3_fH.png""}"
Circled Letter,images/img_7514.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",g,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 10, ""circled_letter"": ""g"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i10_g_s0_t0.4_fH.png""}"
Circled Letter,images/img_7515.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",g,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 10, ""circled_letter"": ""g"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i10_g_s0_t0.4_fH.png""}"
Circled Letter,images/img_7516.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",g,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 10, ""circled_letter"": ""g"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i10_g_s0_t0.5_fH.png""}"
Circled Letter,images/img_7517.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",g,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 10, ""circled_letter"": ""g"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i10_g_s0_t0.5_fH.png""}"
Circled Letter,images/img_7518.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",g,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 10, ""circled_letter"": ""g"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i10_g_s0_t0.3_fOS.png""}"
Circled Letter,images/img_7519.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",g,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 10, ""circled_letter"": ""g"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i10_g_s0_t0.3_fOS.png""}"
Circled Letter,images/img_7520.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",g,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 10, ""circled_letter"": ""g"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i10_g_s0_t0.4_fOS.png""}"
Circled Letter,images/img_7521.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",g,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 10, ""circled_letter"": ""g"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i10_g_s0_t0.4_fOS.png""}"
Circled Letter,images/img_7522.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",g,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 10, ""circled_letter"": ""g"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i10_g_s0_t0.5_fOS.png""}"
Circled Letter,images/img_7523.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",g,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 10, ""circled_letter"": ""g"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i10_g_s0_t0.5_fOS.png""}"
Circled Letter,images/img_7524.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",l,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 11, ""circled_letter"": ""l"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i11_l_s0_t0.3_fH.png""}"
Circled Letter,images/img_7525.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",l,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 11, ""circled_letter"": ""l"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i11_l_s0_t0.3_fH.png""}"
Circled Letter,images/img_7526.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",l,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 11, ""circled_letter"": ""l"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i11_l_s0_t0.4_fH.png""}"
Circled Letter,images/img_7527.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",l,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 11, ""circled_letter"": ""l"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i11_l_s0_t0.4_fH.png""}"
Circled Letter,images/img_7528.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",l,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 11, ""circled_letter"": ""l"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i11_l_s0_t0.5_fH.png""}"
Circled Letter,images/img_7529.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",l,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 11, ""circled_letter"": ""l"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i11_l_s0_t0.5_fH.png""}"
Circled Letter,images/img_7530.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",l,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 11, ""circled_letter"": ""l"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i11_l_s0_t0.3_fOS.png""}"
Circled Letter,images/img_7531.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",l,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 11, ""circled_letter"": ""l"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i11_l_s0_t0.3_fOS.png""}"
Circled Letter,images/img_7532.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",l,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 11, ""circled_letter"": ""l"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i11_l_s0_t0.4_fOS.png""}"
Circled Letter,images/img_7533.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",l,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 11, ""circled_letter"": ""l"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i11_l_s0_t0.4_fOS.png""}"
Circled Letter,images/img_7534.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",l,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 11, ""circled_letter"": ""l"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i11_l_s0_t0.5_fOS.png""}"
Circled Letter,images/img_7535.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",l,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 11, ""circled_letter"": ""l"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i11_l_s0_t0.5_fOS.png""}"
Circled Letter,images/img_7536.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",y,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 12, ""circled_letter"": ""y"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i12_y_s0_t0.3_fH.png""}"
Circled Letter,images/img_7537.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",y,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 12, ""circled_letter"": ""y"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i12_y_s0_t0.3_fH.png""}"
Circled Letter,images/img_7538.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",y,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 12, ""circled_letter"": ""y"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i12_y_s0_t0.4_fH.png""}"
Circled Letter,images/img_7539.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",y,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 12, ""circled_letter"": ""y"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i12_y_s0_t0.4_fH.png""}"
Circled Letter,images/img_7540.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",y,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 12, ""circled_letter"": ""y"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i12_y_s0_t0.5_fH.png""}"
Circled Letter,images/img_7541.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",y,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 12, ""circled_letter"": ""y"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i12_y_s0_t0.5_fH.png""}"
Circled Letter,images/img_7542.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",y,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 12, ""circled_letter"": ""y"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i12_y_s0_t0.3_fOS.png""}"
Circled Letter,images/img_7543.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",y,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 12, ""circled_letter"": ""y"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i12_y_s0_t0.3_fOS.png""}"
Circled Letter,images/img_7544.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",y,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 12, ""circled_letter"": ""y"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i12_y_s0_t0.4_fOS.png""}"
Circled Letter,images/img_7545.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",y,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 12, ""circled_letter"": ""y"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i12_y_s0_t0.4_fOS.png""}"
Circled Letter,images/img_7546.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",y,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 12, ""circled_letter"": ""y"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i12_y_s0_t0.5_fOS.png""}"
Circled Letter,images/img_7547.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",y,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 12, ""circled_letter"": ""y"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i12_y_s0_t0.5_fOS.png""}"
Circled Letter,images/img_7548.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",p,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 13, ""circled_letter"": ""p"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i13_p_s0_t0.3_fH.png""}"
Circled Letter,images/img_7549.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",p,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 13, ""circled_letter"": ""p"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i13_p_s0_t0.3_fH.png""}"
Circled Letter,images/img_7550.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",p,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 13, ""circled_letter"": ""p"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i13_p_s0_t0.4_fH.png""}"
Circled Letter,images/img_7551.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",p,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 13, ""circled_letter"": ""p"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i13_p_s0_t0.4_fH.png""}"
Circled Letter,images/img_7552.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",p,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 13, ""circled_letter"": ""p"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i13_p_s0_t0.5_fH.png""}"
Circled Letter,images/img_7553.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",p,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/helvetica.ttf"", ""circle_index"": 13, ""circled_letter"": ""p"", ""thickness"": 0.5, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i13_p_s0_t0.5_fH.png""}"
Circled Letter,images/img_7554.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",p,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 13, ""circled_letter"": ""p"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i13_p_s0_t0.3_fOS.png""}"
Circled Letter,images/img_7555.png,"Which character is being highlighted with a red oval? Please provide your answer in curly brackets, e.g. {a}",p,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 13, ""circled_letter"": ""p"", ""thickness"": 0.3, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i13_p_s0_t0.3_fOS.png""}"
Circled Letter,images/img_7556.png,"Which letter is being circled? Please provide your answer in curly brackets, e.g. {a}",p,"{""word"": ""Subdermatoglyphic"", ""font_path"": ""fonts/OpenSans-Regular.ttf"", ""circle_index"": 13, ""circled_letter"": ""p"", ""thickness"": 0.4, ""scale_factor"": 1.4, ""padding"": 25, ""canvas_width"": 10, ""canvas_height"": 2, ""final_width"": 1250, ""final_height"": 1250, ""num_spaces"": 0, ""image_path"": ""./images/Subdermatoglyphic/Subdermatoglyphic_i13_p_s0_t0.4_fOS.png""}"
